site,year,precip,block,nitrogen,plot,species,cover
mesic,2013,729.1,A,2.5,8,Sporobolus asper,30
mesic,2013,729.1,A,2.5,8,Carex meadii,5
mesic,2014,665.7,A,2.5,8,Dichanthelium oligosanthes,6
mesic,2014,665.7,A,2.5,8,Ambrosia psilostachya,7
mesic,2014,665.7,A,2.5,8,Amorpha canescens,5
mesic,2014,665.7,A,2.5,8,Asclepias verticillata,1
mesic,2014,665.7,A,2.5,8,Panicum virgatum,25
mesic,2014,665.7,A,2.5,8,Andropogon gerardii,60
mesic,2014,665.7,A,2.5,8,Salvia azurea,4
mesic,2014,665.7,A,2.5,8,Carex heliophila,1
mesic,2014,665.7,A,2.5,8,Lespedeza capitata,1
mesic,2014,665.7,A,2.5,8,Artimisia ludoviciana,1
mesic,2014,665.7,A,2.5,8,Aster ericoides,1
mesic,2014,665.7,A,2.5,8,Ruellia humilis,3
mesic,2014,665.7,A,2.5,8,Carex meadii,5
mesic,2014,665.7,A,2.5,8,Sporobolus asper,35
mesic,2014,665.7,A,2.5,8,Sorghastrum nutans,8
mesic,2014,665.7,A,2.5,8,Solidago canadensis,7
mesic,2014,665.7,A,2.5,8,Vernonia baldwinii,2
mesic,2015,894,A,2.5,8,Andropogon gerardii,45
mesic,2015,894,A,2.5,8,Dichanthelium oligosanthes,6
mesic,2015,894,A,2.5,8,Panicum virgatum,55
mesic,2015,894,A,2.5,8,Sorghastrum nutans,10
mesic,2015,894,A,2.5,8,Sporobolus asper,25
mesic,2015,894,A,2.5,8,Carex heliophila,1
mesic,2015,894,A,2.5,8,Carex meadii,6
mesic,2015,894,A,2.5,8,Ambrosia psilostachya,4
mesic,2015,894,A,2.5,8,Amorpha canescens,4
mesic,2015,894,A,2.5,8,Artimisia ludoviciana,3
mesic,2015,894,A,2.5,8,Asclepias verticillata,1
mesic,2015,894,A,2.5,8,Lespedeza capitata,2
mesic,2015,894,A,2.5,8,Ruellia humilis,4
mesic,2015,894,A,2.5,8,Salvia azurea,7
mesic,2015,894,A,2.5,8,Solidago canadensis,12
mesic,2015,894,A,2.5,8,Vernonia baldwinii,2
mesic,2016,1054.2,A,2.5,8,Salvia azurea,3
mesic,2016,1054.2,A,2.5,8,Lespedeza capitata,3
mesic,2016,1054.2,A,2.5,8,Artimisia ludoviciana,2
mesic,2016,1054.2,A,2.5,8,Carex heliophila,2
mesic,2016,1054.2,A,2.5,8,Panicum virgatum,10
mesic,2016,1054.2,A,2.5,8,Ruellia humilis,3
mesic,2016,1054.2,A,2.5,8,Asclepias verticillata,1
mesic,2016,1054.2,A,2.5,8,Carex meadii,8
mesic,2016,1054.2,A,2.5,8,Sorghastrum nutans,20
mesic,2016,1054.2,A,2.5,8,Solidago canadensis,19
mesic,2016,1054.2,A,2.5,8,Dichanthelium oligosanthes,3
mesic,2016,1054.2,A,2.5,8,Amorpha canescens,4
mesic,2016,1054.2,A,2.5,8,Sporobolus asper,18
mesic,2016,1054.2,A,2.5,8,Vernonia baldwinii,2
mesic,2016,1054.2,A,2.5,8,Andropogon gerardii,45
mesic,2017,850.9,A,2.5,8,Kuhnia eupatorioides,1
mesic,2017,850.9,A,2.5,8,Ruellia humilis,1
mesic,2017,850.9,A,2.5,8,Carex meadii,2
mesic,2017,850.9,A,2.5,8,Sorghastrum nutans,35
mesic,2017,850.9,A,2.5,8,Ambrosia psilostachya,6
mesic,2017,850.9,A,2.5,8,Amorpha canescens,5
mesic,2017,850.9,A,2.5,8,Dichanthelium oligosanthes,4
mesic,2017,850.9,A,2.5,8,Andropogon gerardii,50
mesic,2017,850.9,A,2.5,8,Dichanthelium acuminatum,2
mesic,2017,850.9,A,2.5,8,Salvia azurea,5
mesic,2017,850.9,A,2.5,8,Vernonia baldwinii,2
mesic,2017,850.9,A,2.5,8,Lespedeza capitata,3
mesic,2017,850.9,A,2.5,8,Asclepias verticillata,1
mesic,2017,850.9,A,2.5,8,Sporobolus asper,30
mesic,2017,850.9,A,2.5,8,Solidago canadensis,25
mesic,2013,729.1,B,0,9,Ambrosia psilostachya,1
mesic,2013,729.1,B,0,9,Amorpha canescens,26
mesic,2013,729.1,B,0,9,Dalea purpurea,6
mesic,2013,729.1,B,0,9,Carex heliophila,7
mesic,2013,729.1,B,0,9,Ruellia humilis,4
mesic,2013,729.1,B,0,9,Andropogon gerardii,60
mesic,2013,729.1,B,0,9,Rhus glabra,6
mesic,2013,729.1,B,0,9,Solidago missouriensis,11
mesic,2013,729.1,B,0,9,Viola petidifida,2
mesic,2013,729.1,B,0,9,Salvia azurea,11
mesic,2013,729.1,B,0,9,Carex meadii,5
mesic,2013,729.1,B,0,9,Dichanthelium acuminatum,2
mesic,2013,729.1,B,0,9,Solidago rigida,3
mesic,2013,729.1,B,0,9,Dichanthelium oligosanthes,1
mesic,2013,729.1,B,0,9,Dalea candida,1
mesic,2013,729.1,B,0,9,Schizachyrium scoparium,5
mesic,2013,729.1,B,0,9,Sorghastrum nutans,45
mesic,2014,665.7,B,0,9,Amorpha canescens,40
mesic,2014,665.7,B,0,9,Andropogon gerardii,85
mesic,2014,665.7,B,0,9,Ambrosia psilostachya,1
mesic,2014,665.7,B,0,9,Carex heliophila,4
mesic,2014,665.7,B,0,9,Callirhoe involucrata,1
mesic,2014,665.7,B,0,9,Solidago missouriensis,9
mesic,2014,665.7,B,0,9,Carex meadii,8
mesic,2014,665.7,B,0,9,Sisyrinchium campestris,1
mesic,2014,665.7,B,0,9,Solidago rigida,12
mesic,2014,665.7,B,0,9,Bouteloua curtipendula,1
mesic,2014,665.7,B,0,9,Dichanthelium acuminatum,2
mesic,2014,665.7,B,0,9,Salvia azurea,14
mesic,2014,665.7,B,0,9,Dalea purpurea,5
mesic,2014,665.7,B,0,9,Sorghastrum nutans,12
mesic,2014,665.7,B,0,9,Sporobolus asper,3
mesic,2014,665.7,B,0,9,Rhus glabra,7
mesic,2014,665.7,B,0,9,Ruellia humilis,2
mesic,2015,894,B,0,9,Andropogon gerardii,90
mesic,2015,894,B,0,9,Dichanthelium acuminatum,7
mesic,2015,894,B,0,9,Sorghastrum nutans,16
mesic,2015,894,B,0,9,Carex heliophila,2
mesic,2015,894,B,0,9,Carex meadii,11
mesic,2015,894,B,0,9,Ambrosia psilostachya,1
mesic,2015,894,B,0,9,Amorpha canescens,23
mesic,2015,894,B,0,9,Dalea purpurea,4
mesic,2015,894,B,0,9,Ruellia humilis,3
mesic,2015,894,B,0,9,Salvia azurea,15
mesic,2015,894,B,0,9,Solidago missouriensis,6
mesic,2015,894,B,0,9,Solidago rigida,18
mesic,2015,894,B,0,9,Rhus glabra,6
mesic,2016,1054.2,B,0,9,Andropogon gerardii,85
mesic,2016,1054.2,B,0,9,Ruellia humilis,1
mesic,2016,1054.2,B,0,9,Carex heliophila,1
mesic,2016,1054.2,B,0,9,Amorpha canescens,24
mesic,2016,1054.2,B,0,9,Solidago missouriensis,4
mesic,2016,1054.2,B,0,9,Schizachyrium scoparium,9
mesic,2016,1054.2,B,0,9,Salvia azurea,12
mesic,2016,1054.2,B,0,9,Sorghastrum nutans,8
mesic,2016,1054.2,B,0,9,Carex meadii,9
mesic,2016,1054.2,B,0,9,Ambrosia psilostachya,2
mesic,2016,1054.2,B,0,9,Solidago rigida,11
mesic,2016,1054.2,B,0,9,Dalea purpurea,1
mesic,2016,1054.2,B,0,9,Dichanthelium acuminatum,1
mesic,2016,1054.2,B,0,9,Rhus glabra,4
mesic,2017,850.9,B,0,9,Carex meadii,2
mesic,2017,850.9,B,0,9,Andropogon gerardii,75
mesic,2017,850.9,B,0,9,Ruellia humilis,1
mesic,2017,850.9,B,0,9,Solidago missouriensis,3
mesic,2017,850.9,B,0,9,Rhus glabra,6
mesic,2017,850.9,B,0,9,Solidago rigida,16
mesic,2017,850.9,B,0,9,Dalea purpurea,1
mesic,2017,850.9,B,0,9,Dichanthelium acuminatum,1
mesic,2017,850.9,B,0,9,Salvia azurea,7
mesic,2017,850.9,B,0,9,Oxalis stricta,1
mesic,2017,850.9,B,0,9,Carex heliophila,2
mesic,2017,850.9,B,0,9,Sporobolus asper,1
mesic,2017,850.9,B,0,9,Sorghastrum nutans,25
mesic,2017,850.9,B,0,9,Amorpha canescens,40
mesic,2013,729.1,B,2.5,10,Ambrosia psilostachya,18
mesic,2013,729.1,B,2.5,10,Dichanthelium oligosanthes,12
mesic,2013,729.1,B,2.5,10,Amorpha canescens,30
mesic,2013,729.1,B,2.5,10,Sporobolus heterolepis,50
mesic,2013,729.1,B,2.5,10,Andropogon gerardii,21
mesic,2013,729.1,B,2.5,10,Sorghastrum nutans,16
mesic,2013,729.1,B,2.5,10,Carex meadii,10
mesic,2013,729.1,B,2.5,10,Carex heliophila,2
mesic,2013,729.1,B,2.5,10,Salvia azurea,11
mesic,2013,729.1,B,2.5,10,Ruellia humilis,5
mesic,2013,729.1,B,2.5,10,Baptisia bracteata,8
mesic,2013,729.1,B,2.5,10,Solidago missouriensis,45
mesic,2014,665.7,B,2.5,10,Dichanthelium acuminatum,1
mesic,2014,665.7,B,2.5,10,Baptisia bracteata,8
mesic,2014,665.7,B,2.5,10,Sorghastrum nutans,10
mesic,2014,665.7,B,2.5,10,Ruellia humilis,2
mesic,2014,665.7,B,2.5,10,Dichanthelium oligosanthes,3
mesic,2014,665.7,B,2.5,10,Asclepias verticillata,1
mesic,2014,665.7,B,2.5,10,Aster ericoides,1
mesic,2014,665.7,B,2.5,10,Carex heliophila,1
mesic,2014,665.7,B,2.5,10,Solidago missouriensis,45
mesic,2014,665.7,B,2.5,10,Andropogon gerardii,45
mesic,2014,665.7,B,2.5,10,Sporobolus asper,2
mesic,2014,665.7,B,2.5,10,Carex meadii,13
mesic,2014,665.7,B,2.5,10,Salvia azurea,20
mesic,2014,665.7,B,2.5,10,Aster oblongifolia,2
mesic,2014,665.7,B,2.5,10,Amorpha canescens,15
mesic,2014,665.7,B,2.5,10,Sporobolus heterolepis,30
mesic,2015,894,B,2.5,10,Andropogon gerardii,50
mesic,2015,894,B,2.5,10,Dichanthelium oligosanthes,2
mesic,2015,894,B,2.5,10,Sorghastrum nutans,20
mesic,2015,894,B,2.5,10,Sporobolus heterolepis,45
mesic,2015,894,B,2.5,10,Carex meadii,12
mesic,2015,894,B,2.5,10,Amorpha canescens,16
mesic,2015,894,B,2.5,10,Baptisia bracteata,9
mesic,2015,894,B,2.5,10,Ruellia humilis,3
mesic,2015,894,B,2.5,10,Salvia azurea,35
mesic,2015,894,B,2.5,10,Solidago missouriensis,20
mesic,2016,1054.2,B,2.5,10,Asclepias verticillata,1
mesic,2016,1054.2,B,2.5,10,Koeleria pyramidata,1
mesic,2016,1054.2,B,2.5,10,Carex heliophila,1
mesic,2016,1054.2,B,2.5,10,Baptisia bracteata,2
mesic,2016,1054.2,B,2.5,10,Solidago missouriensis,60
mesic,2016,1054.2,B,2.5,10,Aster oblongifolia,1
mesic,2016,1054.2,B,2.5,10,Asclepias veridis,1
mesic,2016,1054.2,B,2.5,10,Sorghastrum nutans,30
mesic,2016,1054.2,B,2.5,10,Ruellia humilis,1
mesic,2016,1054.2,B,2.5,10,Salvia azurea,14
mesic,2016,1054.2,B,2.5,10,Dichanthelium oligosanthes,2
mesic,2016,1054.2,B,2.5,10,Amorpha canescens,17
mesic,2016,1054.2,B,2.5,10,Sporobolus asper,1
mesic,2016,1054.2,B,2.5,10,Andropogon gerardii,45
mesic,2016,1054.2,B,2.5,10,Carex meadii,14
mesic,2016,1054.2,B,2.5,10,Sporobolus heterolepis,60
mesic,2017,850.9,B,2.5,10,Aster ericoides,3
mesic,2017,850.9,B,2.5,10,Baptisia bracteata,10
mesic,2017,850.9,B,2.5,10,Solidago missouriensis,40
mesic,2017,850.9,B,2.5,10,Sorghastrum nutans,10
mesic,2017,850.9,B,2.5,10,Sporobolus asper,2
mesic,2017,850.9,B,2.5,10,Salvia azurea,20
mesic,2017,850.9,B,2.5,10,Dichanthelium acuminatum,1
mesic,2017,850.9,B,2.5,10,Carex meadii,8
mesic,2017,850.9,B,2.5,10,Asclepias verticillata,1
mesic,2017,850.9,B,2.5,10,Dichanthelium oligosanthes,4
mesic,2017,850.9,B,2.5,10,Amorpha canescens,25
mesic,2017,850.9,B,2.5,10,Ruellia humilis,2
mesic,2017,850.9,B,2.5,10,Sporobolus heterolepis,25
mesic,2017,850.9,B,2.5,10,Andropogon gerardii,20
mesic,2013,729.1,B,7.5,11,Cornus drummondii,4
mesic,2013,729.1,B,7.5,11,Cyperus spp.,1
mesic,2013,729.1,B,7.5,11,Ambrosia psilostachya,3
mesic,2013,729.1,B,7.5,11,Dichanthelium oligosanthes,3
mesic,2013,729.1,B,7.5,11,Sporobolus asper,4
mesic,2013,729.1,B,7.5,11,Ruellia humilis,3
mesic,2013,729.1,B,7.5,11,Andropogon gerardii,50
mesic,2013,729.1,B,7.5,11,Salvia azurea,7
mesic,2013,729.1,B,7.5,11,Asclepias syriaca,2
mesic,2013,729.1,B,7.5,11,Physalis pumila,1
mesic,2013,729.1,B,7.5,11,Aster ericoides,2
mesic,2013,729.1,B,7.5,11,Carex heliophila,3
mesic,2013,729.1,B,7.5,11,Sorghastrum nutans,60
mesic,2013,729.1,B,7.5,11,Carex meadii,6
mesic,2013,729.1,B,7.5,11,Solidago missouriensis,30
mesic,2014,665.7,B,7.5,11,Carex heliophila,5
mesic,2014,665.7,B,7.5,11,Sisyrinchium campestris,1
mesic,2014,665.7,B,7.5,11,Sporobolus asper,2
mesic,2014,665.7,B,7.5,11,Carex meadii,12
mesic,2014,665.7,B,7.5,11,Ruellia humilis,2
mesic,2014,665.7,B,7.5,11,Cornus drummondii,1
mesic,2014,665.7,B,7.5,11,Dichanthelium oligosanthes,7
mesic,2014,665.7,B,7.5,11,Aster ericoides,1
mesic,2014,665.7,B,7.5,11,Salvia azurea,18
mesic,2014,665.7,B,7.5,11,Ambrosia psilostachya,3
mesic,2014,665.7,B,7.5,11,Solidago missouriensis,55
mesic,2014,665.7,B,7.5,11,Physalis pumila,1
mesic,2014,665.7,B,7.5,11,Andropogon gerardii,80
mesic,2014,665.7,B,7.5,11,Sorghastrum nutans,30
mesic,2015,894,B,7.5,11,Andropogon gerardii,60
mesic,2015,894,B,7.5,11,Dichanthelium oligosanthes,1
mesic,2015,894,B,7.5,11,Sorghastrum nutans,50
mesic,2015,894,B,7.5,11,Carex heliophila,2
mesic,2015,894,B,7.5,11,Carex meadii,9
mesic,2015,894,B,7.5,11,Ambrosia psilostachya,1
mesic,2015,894,B,7.5,11,Physalis pumila,1
mesic,2015,894,B,7.5,11,Ruellia humilis,2
mesic,2015,894,B,7.5,11,Salvia azurea,40
mesic,2015,894,B,7.5,11,Solidago missouriensis,45
mesic,2015,894,B,7.5,11,Cornus drummondii,1
mesic,2016,1054.2,B,7.5,11,Salvia azurea,16
mesic,2016,1054.2,B,7.5,11,Ambrosia psilostachya,1
mesic,2016,1054.2,B,7.5,11,Solidago missouriensis,22
mesic,2016,1054.2,B,7.5,11,Ruellia humilis,3
mesic,2016,1054.2,B,7.5,11,Carex meadii,9
mesic,2016,1054.2,B,7.5,11,Andropogon gerardii,60
mesic,2016,1054.2,B,7.5,11,Physalis pumila,1
mesic,2016,1054.2,B,7.5,11,Cornus drummondii,2
mesic,2016,1054.2,B,7.5,11,Carex heliophila,1
mesic,2016,1054.2,B,7.5,11,Sorghastrum nutans,35
mesic,2016,1054.2,B,7.5,11,Dichanthelium oligosanthes,1
mesic,2016,1054.2,B,7.5,11,Sporobolus asper,1
mesic,2017,850.9,B,7.5,11,Sorghastrum nutans,30
mesic,2017,850.9,B,7.5,11,Cornus drummondii,3
mesic,2017,850.9,B,7.5,11,Sporobolus asper,2
mesic,2017,850.9,B,7.5,11,Salvia azurea,8
mesic,2017,850.9,B,7.5,11,Dichanthelium oligosanthes,1
mesic,2017,850.9,B,7.5,11,Andropogon gerardii,70
mesic,2017,850.9,B,7.5,11,Kuhnia eupatorioides,1
mesic,2017,850.9,B,7.5,11,Solidago missouriensis,65
mesic,2017,850.9,B,7.5,11,Carex meadii,10
mesic,2017,850.9,B,7.5,11,Ambrosia psilostachya,3
mesic,2017,850.9,B,7.5,11,Carex heliophila,2
mesic,2017,850.9,B,7.5,11,Oxalis stricta,1
mesic,2017,850.9,B,7.5,11,Ruellia humilis,3
mesic,2013,729.1,B,20,12,Ambrosia psilostachya,2
mesic,2013,729.1,B,20,12,Dalea candida,3
mesic,2013,729.1,B,20,12,Schizachyrium scoparium,22
mesic,2013,729.1,B,20,12,Dichanthelium oligosanthes,4
mesic,2013,729.1,B,20,12,Amorpha canescens,12
mesic,2013,729.1,B,20,12,Eragrostis spectabilis,5
mesic,2013,729.1,B,20,12,Andropogon gerardii,35
mesic,2013,729.1,B,20,12,Sporobolus asper,6
mesic,2013,729.1,B,20,12,Aster ericoides,11
mesic,2013,729.1,B,20,12,Carex heliophila,6
mesic,2013,729.1,B,20,12,Salvia azurea,35
mesic,2013,729.1,B,20,12,Physalis pumila,3
mesic,2013,729.1,B,20,12,Sisyrinchium campestris,1
mesic,2013,729.1,B,20,12,Solidago canadensis,11
mesic,2013,729.1,B,20,12,Sorghastrum nutans,40
mesic,2013,729.1,B,20,12,Carex meadii,3
mesic,2013,729.1,B,20,12,Ruellia humilis,8
mesic,2014,665.7,B,20,12,Ambrosia psilostachya,1
mesic,2014,665.7,B,20,12,Amorpha canescens,9
mesic,2014,665.7,B,20,12,Solidago missouriensis,25
mesic,2014,665.7,B,20,12,Ruellia humilis,8
mesic,2014,665.7,B,20,12,Aster ericoides,5
mesic,2014,665.7,B,20,12,Asclepias veridis,1
mesic,2014,665.7,B,20,12,Schizachyrium scoparium,6
mesic,2014,665.7,B,20,12,Sorghastrum nutans,12
mesic,2014,665.7,B,20,12,Dichanthelium oligosanthes,6
mesic,2014,665.7,B,20,12,Andropogon gerardii,70
mesic,2014,665.7,B,20,12,Salvia azurea,20
mesic,2014,665.7,B,20,12,Dalea candida,4
mesic,2014,665.7,B,20,12,Carex heliophila,4
mesic,2014,665.7,B,20,12,Sporobolus asper,2
mesic,2014,665.7,B,20,12,Carex meadii,8
mesic,2015,894,B,20,12,Andropogon gerardii,45
mesic,2015,894,B,20,12,Dichanthelium oligosanthes,2
mesic,2015,894,B,20,12,Sorghastrum nutans,17
mesic,2015,894,B,20,12,Carex meadii,7
mesic,2015,894,B,20,12,Carex heliophila,1
mesic,2015,894,B,20,12,Amorpha canescens,7
mesic,2015,894,B,20,12,Oxalis stricta,1
mesic,2015,894,B,20,12,Dalea candida,1
mesic,2015,894,B,20,12,Ruellia humilis,3
mesic,2015,894,B,20,12,Salvia azurea,70
mesic,2015,894,B,20,12,Sisyrinchium campestris,1
mesic,2015,894,B,20,12,Solidago missouriensis,20
mesic,2016,1054.2,B,20,12,Andropogon gerardii,30
mesic,2016,1054.2,B,20,12,Ruellia humilis,3
mesic,2016,1054.2,B,20,12,Dalea candida,1
mesic,2016,1054.2,B,20,12,Amorpha canescens,8
mesic,2016,1054.2,B,20,12,Oxalis stricta,2
mesic,2016,1054.2,B,20,12,Salvia azurea,65
mesic,2016,1054.2,B,20,12,Sorghastrum nutans,16
mesic,2016,1054.2,B,20,12,Ambrosia psilostachya,4
mesic,2016,1054.2,B,20,12,Schizachyrium scoparium,7
mesic,2016,1054.2,B,20,12,Dichanthelium oligosanthes,1
mesic,2016,1054.2,B,20,12,Solidago missouriensis,11
mesic,2016,1054.2,B,20,12,Carex meadii,3
mesic,2017,850.9,B,20,12,Dalea candida,2
mesic,2017,850.9,B,20,12,Oxalis stricta,2
mesic,2017,850.9,B,20,12,Amorpha canescens,11
mesic,2017,850.9,B,20,12,Schizachyrium scoparium,10
mesic,2017,850.9,B,20,12,Salvia azurea,70
mesic,2017,850.9,B,20,12,Carex meadii,4
mesic,2017,850.9,B,20,12,Dichanthelium oligosanthes,6
mesic,2017,850.9,B,20,12,Solidago missouriensis,15
mesic,2017,850.9,B,20,12,Ruellia humilis,8
mesic,2017,850.9,B,20,12,Andropogon gerardii,35
mesic,2017,850.9,B,20,12,Ambrosia psilostachya,6
mesic,2017,850.9,B,20,12,Sorghastrum nutans,5
mesic,2017,850.9,B,20,12,Sporobolus asper,2
mesic,2013,729.1,B,5,13,Cornus drummondii,1
mesic,2013,729.1,B,5,13,Asclepias stenophylla,2
mesic,2013,729.1,B,5,13,Dichanthelium acuminatum,1
mesic,2013,729.1,B,5,13,Physalis pumila,1
mesic,2013,729.1,B,5,13,Rhus glabra,1
mesic,2013,729.1,B,5,13,Aster ericoides,2
mesic,2013,729.1,B,5,13,Viola petidifida,1
mesic,2013,729.1,B,5,13,Andropogon gerardii,25
mesic,2013,729.1,B,5,13,Baptisia bracteata,5
mesic,2013,729.1,B,5,13,Sorghastrum nutans,35
mesic,2013,729.1,B,5,13,Sisyrinchium campestris,1
mesic,2013,729.1,B,5,13,Schizachyrium scoparium,45
mesic,2013,729.1,B,5,13,Ruellia humilis,10
mesic,2013,729.1,B,5,13,Carex heliophila,3
mesic,2013,729.1,B,5,13,Carex meadii,4
mesic,2013,729.1,B,5,13,Sporobolus asper,1
mesic,2013,729.1,B,5,13,Salvia azurea,4
mesic,2013,729.1,B,5,13,Dichanthelium oligosanthes,10
mesic,2014,665.7,B,5,13,Amorpha canescens,1
mesic,2014,665.7,B,5,13,Dichanthelium oligosanthes,14
mesic,2014,665.7,B,5,13,Carex heliophila,6
mesic,2014,665.7,B,5,13,Andropogon gerardii,70
mesic,2014,665.7,B,5,13,Baptisia bracteata,6
mesic,2014,665.7,B,5,13,Aster oblongifolia,1
mesic,2014,665.7,B,5,13,Sorghastrum nutans,11
mesic,2014,665.7,B,5,13,Dichanthelium acuminatum,2
mesic,2014,665.7,B,5,13,Sporobolus asper,3
mesic,2014,665.7,B,5,13,Salvia azurea,11
mesic,2014,665.7,B,5,13,Carex meadii,2
mesic,2014,665.7,B,5,13,Ruellia humilis,6
mesic,2014,665.7,B,5,13,Schizachyrium scoparium,15
mesic,2014,665.7,B,5,13,Sisyrinchium campestris,2
mesic,2015,894,B,5,13,Andropogon gerardii,90
mesic,2015,894,B,5,13,Schizachyrium scoparium,10
mesic,2015,894,B,5,13,Dichanthelium oligosanthes,12
mesic,2015,894,B,5,13,Sorghastrum nutans,40
mesic,2015,894,B,5,13,Carex heliophila,2
mesic,2015,894,B,5,13,Carex meadii,2
mesic,2015,894,B,5,13,Amorpha canescens,2
mesic,2015,894,B,5,13,Aster oblongifolia,1
mesic,2015,894,B,5,13,Baptisia bracteata,2
mesic,2015,894,B,5,13,Cornus drummondii,1
mesic,2015,894,B,5,13,Kuhnia eupatorioides,4
mesic,2015,894,B,5,13,Ruellia humilis,9
mesic,2015,894,B,5,13,Salvia azurea,5
mesic,2016,1054.2,B,5,13,Salvia azurea,8
mesic,2016,1054.2,B,5,13,Ruellia humilis,7
mesic,2016,1054.2,B,5,13,Carex heliophila,1
mesic,2016,1054.2,B,5,13,Schizachyrium scoparium,45
mesic,2016,1054.2,B,5,13,Kuhnia eupatorioides,1
mesic,2016,1054.2,B,5,13,Physalis pumila,1
mesic,2016,1054.2,B,5,13,Amorpha canescens,2
mesic,2016,1054.2,B,5,13,Andropogon gerardii,40
mesic,2016,1054.2,B,5,13,Carex meadii,2
mesic,2016,1054.2,B,5,13,Oxalis stricta,1
mesic,2016,1054.2,B,5,13,Baptisia bracteata,1
mesic,2016,1054.2,B,5,13,Sorghastrum nutans,30
mesic,2016,1054.2,B,5,13,Dichanthelium oligosanthes,5
mesic,2017,850.9,B,5,13,Carex heliophila,2
mesic,2017,850.9,B,5,13,Ruellia humilis,13
mesic,2017,850.9,B,5,13,Kuhnia eupatorioides,2
mesic,2017,850.9,B,5,13,Schizachyrium scoparium,25
mesic,2017,850.9,B,5,13,Sorghastrum nutans,10
mesic,2017,850.9,B,5,13,Carex meadii,2
mesic,2017,850.9,B,5,13,Ambrosia psilostachya,1
mesic,2017,850.9,B,5,13,Andropogon gerardii,80
mesic,2017,850.9,B,5,13,Oxalis stricta,1
mesic,2017,850.9,B,5,13,Salvia azurea,10
mesic,2017,850.9,B,5,13,Amorpha canescens,2
mesic,2017,850.9,B,5,13,Dichanthelium oligosanthes,6
mesic,2013,729.1,B,30,14,Ambrosia psilostachya,3
mesic,2013,729.1,B,30,14,Amorpha canescens,5
mesic,2013,729.1,B,30,14,Ruellia humilis,9
mesic,2013,729.1,B,30,14,Andropogon gerardii,85
mesic,2013,729.1,B,30,14,Carex heliophila,2
mesic,2013,729.1,B,30,14,Sorghastrum nutans,22
mesic,2013,729.1,B,30,14,Solidago rigida,1
mesic,2013,729.1,B,30,14,Artimisia ludoviciana,2
mesic,2013,729.1,B,30,14,Carex meadii,12
mesic,2013,729.1,B,30,14,Asclepias verticillata,6
mesic,2013,729.1,B,30,14,Dichanthelium oligosanthes,9
mesic,2013,729.1,B,30,14,Aster ericoides,22
mesic,2013,729.1,B,30,14,Dichanthelium acuminatum,1
mesic,2014,665.7,B,30,14,Ambrosia psilostachya,1
mesic,2014,665.7,B,30,14,Solidago rigida,2
mesic,2014,665.7,B,30,14,Schizachyrium scoparium,1
mesic,2014,665.7,B,30,14,Sorghastrum nutans,8
mesic,2014,665.7,B,30,14,Carex meadii,8
mesic,2014,665.7,B,30,14,Asclepias verticillata,1
mesic,2014,665.7,B,30,14,Andropogon gerardii,100
mesic,2014,665.7,B,30,14,Carex heliophila,1
mesic,2014,665.7,B,30,14,Dichanthelium oligosanthes,7
mesic,2014,665.7,B,30,14,Ruellia humilis,9
mesic,2014,665.7,B,30,14,Amorpha canescens,5
mesic,2014,665.7,B,30,14,Aster ericoides,6
mesic,2015,894,B,30,14,Andropogon gerardii,100
mesic,2015,894,B,30,14,Dichanthelium oligosanthes,5
mesic,2015,894,B,30,14,Sorghastrum nutans,20
mesic,2015,894,B,30,14,Carex meadii,3
mesic,2015,894,B,30,14,Amorpha canescens,3
mesic,2015,894,B,30,14,Ambrosia psilostachya,15
mesic,2015,894,B,30,14,Asclepias verticillata,2
mesic,2015,894,B,30,14,Aster ericoides,3
mesic,2015,894,B,30,14,Ruellia humilis,6
mesic,2015,894,B,30,14,Solidago rigida,2
mesic,2016,1054.2,B,30,14,Asclepias verticillata,1
mesic,2016,1054.2,B,30,14,Andropogon gerardii,95
mesic,2016,1054.2,B,30,14,Aster ericoides,1
mesic,2016,1054.2,B,30,14,Amorpha canescens,4
mesic,2016,1054.2,B,30,14,Solidago canadensis,2
mesic,2016,1054.2,B,30,14,Solidago rigida,2
mesic,2016,1054.2,B,30,14,Sorghastrum nutans,9
mesic,2016,1054.2,B,30,14,Dichanthelium oligosanthes,2
mesic,2016,1054.2,B,30,14,Ambrosia psilostachya,8
mesic,2016,1054.2,B,30,14,Rhus glabra,1
mesic,2016,1054.2,B,30,14,Ruellia humilis,3
mesic,2016,1054.2,B,30,14,Carex meadii,2
mesic,2017,850.9,B,30,14,Ambrosia psilostachya,20
mesic,2017,850.9,B,30,14,Solidago canadensis,7
mesic,2017,850.9,B,30,14,Andropogon gerardii,95
mesic,2017,850.9,B,30,14,Sorghastrum nutans,10
mesic,2017,850.9,B,30,14,Erechtites hieracifolia  ,1
mesic,2017,850.9,B,30,14,Ruellia humilis,2
mesic,2017,850.9,B,30,14,Cornus drummondii,2
mesic,2017,850.9,B,30,14,Oxalis stricta,1
mesic,2017,850.9,B,30,14,Amorpha canescens,7
mesic,2017,850.9,B,30,14,Solidago rigida,3
mesic,2013,729.1,B,10,15,Ambrosia psilostachya,12
mesic,2013,729.1,B,10,15,Dichanthelium oligosanthes,10
mesic,2013,729.1,B,10,15,Amorpha canescens,25
mesic,2013,729.1,B,10,15,Sporobolus asper,30
mesic,2013,729.1,B,10,15,Ruellia humilis,4
